threshold,sensitivity,specificity,fpr,projeto
0.1924967859822832,0.9814814814814816,0.65,0.35,Diabetes
0.1850976689403201,0.9814814814814816,0.64,0.36,Diabetes
0.1849380974516501,0.9814814814814816,0.63,0.37,Diabetes
0.18292528100730693,0.9814814814814816,0.62,0.38,Diabetes
0.1742143989132209,0.9814814814814816,0.61,0.39,Diabetes
0.17380388076098743,0.9814814814814816,0.6,0.4,Diabetes
0.16708055489232332,0.9814814814814816,0.59,0.41,Diabetes
0.16511202887279017,0.9814814814814816,0.58,0.42,Diabetes
0.161892199795258,0.9814814814814816,0.57,0.4300000000000001,Diabetes
0.15553234625078935,0.9814814814814816,0.56,0.43999999999999995,Diabetes
0.1553093404994425,0.9814814814814816,0.55,0.45,Diabetes
0.15081031153497174,0.9814814814814816,0.54,0.46,Diabetes
0.14469869215342757,0.9814814814814816,0.53,0.47,Diabetes
0.13872213348648255,0.9814814814814816,0.52,0.48,Diabetes
0.13825883580105916,0.9814814814814816,0.51,0.49,Diabetes
0.13378895857394646,0.9814814814814816,0.5,0.5,Diabetes
0.12447542019179086,0.9814814814814816,0.49,0.51,Diabetes
0.12162688962647848,0.9814814814814816,0.48,0.52,Diabetes
0.1176212317236769,0.9814814814814816,0.47,0.53,Diabetes
0.11675124585027612,0.9814814814814816,0.46,0.54,Diabetes
0.11673079456811732,0.9814814814814816,0.45,0.55,Diabetes
0.11670365192998076,0.9814814814814816,0.44,0.56,Diabetes
0.11233896772663896,0.9814814814814816,0.43,0.5700000000000001,Diabetes
0.1120650159371052,0.9814814814814816,0.42,0.5800000000000001,Diabetes
0.11138867203419754,0.9814814814814816,0.41,0.5900000000000001,Diabetes
0.11007203497234488,0.9814814814814816,0.4,0.6,Diabetes
0.10944992982974044,0.9814814814814816,0.39,0.61,Diabetes
0.10910977614633478,0.9814814814814816,0.38,0.62,Diabetes
0.10882870128806736,1,0.38,0.62,Diabetes
0.1077800749484156,1,0.37,0.63,Diabetes
0.10770804796579486,1,0.36,0.64,Diabetes
0.10679319159834266,1,0.35,0.65,Diabetes
0.10674912583896476,1,0.34,0.6599999999999999,Diabetes
0.10597467034742938,1,0.33,0.6699999999999999,Diabetes
0.1053526231911548,1,0.32,0.6799999999999999,Diabetes
0.10517914040841668,1,0.31,0.69,Diabetes
0.10391886614670226,1,0.3,0.7,Diabetes
0.1031107089109578,1,0.29,0.71,Diabetes
0.10191720765994368,1,0.28,0.72,Diabetes
0.09953139571569772,1,0.27,0.73,Diabetes
0.09544891049435927,1,0.26,0.74,Diabetes
0.09004861174763958,1,0.25,0.75,Diabetes
0.08761402791587834,1,0.24,0.76,Diabetes
0.08322618028338905,1,0.23,0.77,Diabetes
0.0812188082755758,1,0.22,0.78,Diabetes
0.08008677152734231,1,0.21,0.79,Diabetes
0.0771883405862722,1,0.2,0.8,Diabetes
0.07711512994987532,1,0.19,0.81,Diabetes
0.07698547295866981,1,0.18,0.8200000000000001,Diabetes
0.0756075688890982,1,0.17,0.83,Diabetes
0.07489626996016913,1,0.16,0.84,Diabetes
0.07334076398061777,1,0.15,0.85,Diabetes
0.07172157796012046,1,0.14,0.86,Diabetes
0.06195420606050963,1,0.13,0.87,Diabetes
0.05667660781616331,1,0.12,0.88,Diabetes
0.05661869951601399,1,0.11,0.89,Diabetes
0.05331760186946779,1,0.1,0.9,Diabetes
0.05077019355951066,1,0.09,0.91,Diabetes
0.04919389830136991,1,0.08,0.92,Diabetes
0.04652531996241781,1,0.07,0.93,Diabetes
0.04279019411068328,1,0.06,0.94,Diabetes
0.04248975515679098,1,0.05,0.95,Diabetes
0.03078081869614865,1,0.04,0.96,Diabetes
0.02167277719324503,1,0.03,0.97,Diabetes
0.02043232039238409,1,0.02,0.98,Diabetes
0.0202117709983552,1,0.01,0.99,Diabetes
0.01929702737077898,1,0,1,Diabetes
-Inf,1,0,1,Diabetes
Inf,0,1,0,Doença cardíaca
0.9976540197137004,0.0303030303030303,1,0,Doença cardíaca
0.9969237296702876,0.06060606060606061,1,0,Doença cardíaca
0.9899537772705362,0.09090909090909093,1,0,Doença cardíaca
0.9891341929751096,0.12121212121212122,1,0,Doença cardíaca
0.9784928289076454,0.15151515151515152,1,0,Doença cardíaca
0.9784078288804562,0.18181818181818185,1,0,Doença cardíaca
0.9754611954352312,0.21212121212121213,1,0,Doença cardíaca
0.9728196204652032,0.24242424242424243,1,0,Doença cardíaca
0.9679581020588576,0.2727272727272727,1,0,Doença cardíaca
0.9583029474874724,0.2727272727272727,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.9407930280973272,0.30303030303030304,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.911451550682342,0.3333333333333333,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8850970074251984,0.3636363636363637,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8613389358794074,0.3939393939393939,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8472005290790237,0.42424242424242425,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8469907953282942,0.4545454545454546,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8384426877117279,0.48484848484848486,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8252283613261385,0.5151515151515151,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8251954108668509,0.5454545454545454,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8245018318937927,0.5757575757575758,0.9642857142857144,0.0357142857142857,Doença cardíaca
0.8166310786649171,0.5757575757575758,0.9285714285714286,0.0714285714285714,Doença cardíaca
0.8041011557055927,0.6060606060606061,0.9285714285714286,0.0714285714285714,Doença cardíaca
0.7773544398971891,0.6060606060606061,0.8928571428571429,0.1071428571428571,Doença cardíaca
0.7740806171815249,0.6060606060606061,0.8571428571428571,0.1428571428571429,Doença cardíaca
0.739006061315626,0.6060606060606061,0.8214285714285714,0.1785714285714286,Doença cardíaca
0.733209568624582,0.6363636363636364,0.8214285714285714,0.1785714285714286,Doença cardíaca
0.7086117622530329,0.6363636363636364,0.7857142857142857,0.2142857142857143,Doença cardíaca
0.7073268347421001,0.6666666666666666,0.7857142857142857,0.2142857142857143,Doença cardíaca
0.6163186663759518,0.6666666666666666,0.75,0.25,Doença cardíaca
0.6017577594903116,0.696969696969697,0.75,0.25,Doença cardíaca
0.5715612758040945,0.7272727272727273,0.75,0.25,Doença cardíaca
0.5502722819021386,0.7575757575757576,0.75,0.25,Doença cardíaca
0.5448637865622205,0.7878787878787878,0.75,0.25,Doença cardíaca
0.5063356934376545,0.8181818181818182,0.75,0.25,Doença cardíaca
0.5040106892204996,0.8181818181818182,0.7142857142857143,0.2857142857142857,Doença cardíaca
0.5019067656114535,0.8484848484848485,0.7142857142857143,0.2857142857142857,Doença cardíaca
0.5002187559679754,0.8787878787878788,0.7142857142857143,0.2857142857142857,Doença cardíaca
0.4728343180227936,0.9090909090909092,0.7142857142857143,0.2857142857142857,Doença cardíaca
0.4541157325177028,0.9090909090909092,0.6785714285714286,0.3214285714285714,Doença cardíaca
0.3109885031377994,0.9090909090909092,0.6428571428571429,0.3571428571428571,Doença cardíaca
0.22691895496391043,0.9090909090909092,0.6071428571428571,0.3928571428571429,Doença cardíaca
0.08506961558719017,0.9090909090909092,0.5714285714285714,0.4285714285714286,Doença cardíaca
0.0819749483833793,0.9090909090909092,0.5357142857142857,0.4642857142857143,Doença cardíaca
0.08140219555655395,0.9393939393939394,0.5357142857142857,0.4642857142857143,Doença cardíaca
0.06769905768972505,0.9393939393939394,0.5,0.5,Doença cardíaca
0.06333376783736096,0.9696969696969696,0.5,0.5,Doença cardíaca
0.05817539915835155,0.9696969696969696,0.4642857142857143,0.5357142857142857,Doença cardíaca
0.05703038934423953,0.9696969696969696,0.42857142857142855,0.5714285714285714,Doença cardíaca
0.03433487849295245,0.9696969696969696,0.3928571428571429,0.6071428571428572,Doença cardíaca
0.02778304357523266,0.9696969696969696,0.35714285714285715,0.6428571428571428,Doença cardíaca
0.02475852950357076,1,0.35714285714285715,0.6428571428571428,Doença cardíaca
0.02222059124399383,1,0.32142857142857145,0.6785714285714286,Doença cardíaca
0.01950116294048115,1,0.2857142857142857,0.7142857142857143,Doença cardíaca
0.00707317926970093,1,0.25,0.75,Doença cardíaca
0.00690161047026186,1,0.21428571428571427,0.7857142857142857,Doença cardíaca
0.00597222284486635,1,0.17857142857142858,0.8214285714285714,Doença cardíaca
0.00526454022544099,1,0.14285714285714285,0.8571428571428572,Doença cardíaca
0.00458638824247812,1,0.10714285714285714,0.8928571428571429,Doença cardíaca
0.00392264733702588,1,0.07142857142857142,0.9285714285714286,Doença cardíaca
0.00275513272336155,1,0.03571428571428571,0.9642857142857144,Doença cardíaca
0.00242818409079328,1,0,1,Doença cardíaca
-Inf,1,0,1,Doença cardíaca
